scientific_name,common_names,family,duration,habit,size_category,bloom_color,fragrant,bloom_months,az_native,native_habitat,ecological_plant_groups,water_use,light_requirement,calcium_carbonate_tolerance,drought_tolerance,soil_type,watering,heat_tolerance,yard_uses,wildlife_attraction,toxic_humans,toxic_pets,toxic_part,nursery,prices,Price_category,Sizes Available,shoping_notes,images,page_link-href
Pinus strobiformis,"Southwestern White Pine, Border White Pine, Mexican White Pine, Border Limber Pine, Limber Pine",Pinaceae (Pine Family),Perennial,Tree,Extra Large,"Yellow , Brown",Yes,Jun,Y,"High elevation, Canyons, Hillsides, Slopes. Mountain canyons; 7000 to 10,000 ft.",Riparian & Moist Site Species,Low,Sun,Medium,High,"rocky, slightly alkaline, preferred", WEEKLY WATERING,Heat Sensitive,"Windbreak, Shade Tree","Birds, Wildlife, Squirrels, Jays",Not toxic,Not toxic,None,Not found/Seed,SEED-$8 SMALL-$16,Budget ($3-15),"Seed, rarely 1 gal",,../image_archive/320x240/JLR/JLR_IMG11184.JPG,https://www.wildflower.org/plants/result.php?id_plant=PIST3
Platanus wrightii,"Arizona Sycamore, Alamo",Platanaceae (Plane-tree Family),Perennial,Tree,Extra Large,Yellow,No,"Mar , Apr",Y,Along streams and lakes & in moist rocky canyons; 2000 to 6000 ft.,Mountain & High Elevation Species,Medium,"Sun, Part Shade",Medium,Medium,"moist, rocky, sandy, gravelly, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Sensitive,"Shade Tree, Riparian Restoration, Wildlife Habitat","Birds, Wildlife Shelter, Insects, Butterflies",Not toxic,Not toxic (mild GI possible),None,"Civano, Spadefoot (by order)",LARGE-$44-125,Investment ($41+),"5 gal, #15, larger","“Arizona sycamore,” limited",,https://www.wildflower.org/plants/result.php?id_plant=PLWR2
Platystemon californicus,"Creamcups, California Creamcups",Papaveraceae (Poppy Family),Annual,Herb,Small,"White , Yellow",No,"Mar , Apr , May",Y,"Open fields, sandy places & moist ground along streams; 1500 to 4500 ft.",Riparian & Moist Site Species,Low,Sun,Medium,Medium,"well-drained, sandy, loamy, moist-preferred", WEEKLY WATERING,Heat Tolerant,"Wildflower Area, Annual Border","Native Bees, Butterflies",Not toxic,Not toxic,None,Not found,SEED-$4-7,Budget ($3-15),Seed only,Plants rare,../image_archive/320x240/EWA/EWA_IMG05432.JPG,https://www.wildflower.org/plants/result.php?id_plant=PLCA5
Plectocephalus americanus,"American Basket-flower, American Star-thistle, Basket-flower, Star Thistle, Shaving Brush, Basket Flower",Asteraceae (Aster Family),Annual,Herb,Medium,"White , Pink",Yes (slight),"May , Jun",Y,"Woodlands' edge, Opening, Prairie, Plains, Meadows, Pastures, Savannas",Medium Drought Tolerance Species,Medium,"Sun, Part Shade",Medium,Medium,"dry, mesic, sandy, loamy", WEEKLY WATERING,Heat Tolerant,"Wildflower Border, Native Remediation","Butterflies, Native Bees, Pollinators",Not toxic,Not toxic,None,Not found,SEED-$4-7,Budget ($3-15),Seed only,Plants rare,../image_archive/320x240/EPS/EPS_IMG20522.JPG,https://www.wildflower.org/plants/result.php?id_plant=PLAM3
Pleuraphis mutica,"Tobosagrass, Tobosa Grass",Poaceae (Grass Family),Perennial,Grass/Grass-like,Small–Medium,Yellow,No,,Y,Dry mesas; rocky slopes; alluvial flats,Medium Drought Tolerance Species,Low,Sun,High,High,"dry, rocky, sandy, well-drained, alkaline", WEEKLY WATERING,Heat Sensitive,"Lawn Alternative, Ground Cover, Erosion Control","Birds, Small Mammals, Skipper Larvae, Insects",Not toxic,Not toxic,None,"Spadefoot, DS",SMALL-$7-13,Budget ($3-15),"4"", 1 gal","“Tobosa grass,” common at restoration suppliers",../image_archive/320x240/JAM6151/6151_IMG02148.JPG,https://www.wildflower.org/plants/result.php?id_plant=PLMU3
Polemonium foliosissimum,"Towering Jacob's-ladder, Leafy Polemonium",Polemoniaceae (Phlox Family),Perennial,Herb,Medium,"White , Purple",Yes,"Jun , Jul , Aug",Y,"Moist, mt. stream banks; mt. brush or open woods",Shrubland & Chaparral Species,Medium,Part Shade,Medium,Medium,"rich, moist, well-drained, loamy",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Shade Garden, Pollinator Bed, Wildflower Border","Native Bees, Butterflies, Moths",Not toxic,Not toxic,None,Not found (seed online only),SEED-$7-12,Budget ($3-15),Seed only,Never in trade locally,../image_archive/320x240/EWA/EWA_IMG05687.JPG,https://www.wildflower.org/plants/result.php?id_plant=POFO
Polemonium pulcherrimum,Jacob's-ladder,Polemoniaceae (Phlox Family),Perennial,Herb,Small,Purple,Yes,,N,Unknown,Riparian & Moist Site Species,Low,"Sun, Part Shade",Medium,Medium,"moist, rocky, sandy, loamy", WEEKLY WATERING,Heat Tolerant,"Shade Garden, Rock Garden, Wildflower Border","Native Bees, Butterflies, Moths",Not toxic,Not toxic,None,Not found (seed online only),SEED-$7-12,Budget ($3-15),Seed only,Never in trade locally,../image_archive/320x240/PCD3414/PCD3414_IMG0069.JPG,https://www.wildflower.org/plants/result.php?id_plant=POPUD3
Poliomintha incana,"Frosted Mint, Hoary Rosemary-mint, Mintbush",Lamiaceae (Mint Family),Perennial,Shrub,Medium,"Blue , Purple",Yes,"May , Jun , Jul , Aug",Y,Sandy desert areas from 4000-6000 ft.,Medium Drought Tolerance Species,Low,Sun,High,High,"well-drained, sandy, alkaline-tolerated", WEEKLY WATERING,Heat Sensitive,"Pollinator Bed, Herb Garden, Rock Garden","Native Bees, Moths, Butterflies",Not toxic,Not toxic,None,"Spadefoot, Civano",SMALL-$10-18,Budget ($3-15),"1 gal, 5 gal","“Mexican oregano,” often available",../image_archive/320x240/A_C/A_C_IMG0675.JPG,https://www.wildflower.org/plants/result.php?id_plant=POIN3
Prunus virginiana,"Chokecherry, Common Chokecherry, Choke Cherry",Rosaceae (Rose Family),Perennial,Tree/Shrub,Large–Extra Large,White,Yes (strong),"Apr , May , Jun , Jul",Y,Moist woods; stream banks; prairie hillsides; fence rows; rocky bluffs; roadsides,Shrubland & Chaparral Species,Medium,"Sun, Part Shade, Shade",Medium,Medium,"rich, moist, well-drained, slightly acid, basic",DEEP WATERING EVERY 2-3 WEEKS,Heat Lovers,"Understory Shade Tree, Wildlife Garden, Slope Erosion","Birds, Large/Small Mammals, Butterflies, Native Bees, Moths",Toxic (unripe/raw seeds/leaves),Toxic,"Leaves, seeds (cyanogenic glycosides)","Civano, Spadefoot, DS",MEDIUM-$18-32,Moderate ($16-40),"1 gal, 5 gal",“Chokecherry”,../image_archive/320x240/EWA/EWA_IMG00570.JPG,https://www.wildflower.org/plants/result.php?id_plant=PRVI
Psilostrophe cooperi,"Whitestem Paperflower, White-stem Paper-flower, Yellow Paper Daisy",Asteraceae (Aster Family),Perennial,Herb/Subshrub,Small,Yellow,Slight,"Apr , May , Jun , Oct , Nov , Dec",Y,Deserts & mesas; 2000-5000 ft.,Riparian & Moist Site Species,Low,Sun,High,High,"rocky, sandy, well-drained, alkaline", WEEKLY WATERING,Heat Tolerant,"Wildflower Border, Pollinator Patch, Xeriscape","Native Bees, Butterflies, Bees",Not toxic,Not toxic,None,"Spadefoot, Civano, DS",SMALL-$7-12,Budget ($3-15),"4"", 1 gal","“Paperflower,” widely sold",../image_archive/320x240/ETL/ETL_IMG1717.JPG,https://www.wildflower.org/plants/result.php?id_plant=PSCO2
Psilostrophe tagetina,"Woolly Paperflower, Paperflower",Asteraceae (Aster Family),Perennial,Herb/Subshrub,Small,Yellow,Slight,"Feb , Mar , Apr , May , Jun , Jul , Aug , Sep , Oct",Y,Open plains; mesas; 4000 to 7000 ft,Desert Plants,Low,"Sun, Part Shade",High,High,"rocky, sandy, alkaline, well-drained",RAINFALL ONLY,Heat Lovers,"Wildflower Border, Pollinator Patch, Xeriscape","Bees, Butterflies, Insects, Native Bees",Not toxic,Not toxic,None,"Spadefoot, Civano, DS",SMALL-$7-12,Budget ($3-15),"4"", 1 gal","“Paperflower,” widely sold",../image_archive/320x240/PCD4236/PCD4236_IMG0032.JPG,https://www.wildflower.org/plants/result.php?id_plant=PSTA
Psorothamnus spinosus,"Smoketree, Smokethorn, Smoke Tree, Indigobush, Smokethorn Dalea, Corona De Cristo",Fabaceae (Pea Family),Perennial,Shrub/Small Tree,Large–Extra Large,"Blue , Purple",Yes (slight),"Jun , Jul",Y,Desert washes below 1500 ft.,Shrubland & Chaparral Species,Low,Sun,High,High,"sandy, gravelly, well-drained, desert",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Security Barrier, Xeriscape, Habitat Plant","Native Bees, Bumble Bees, Butterflies",Not toxic*,Not toxic*,None,"DS, Spadefoot",MEDIUM-$18-38,Moderate ($16-40),"1 gal, 5 gal","“Smoke tree,” spiny, blue",../image_archive/320x240/EWA/EWA_IMG04761.JPG,https://www.wildflower.org/plants/result.php?id_plant=PSSP3
Purshia mexicana,"Mexican Cliffrose, Chinacates, Chivatillo, Romerillo Cimarrã³N, Romero, Romero Cedro",Rosaceae (Rose Family),Perennial,Shrub/Tree,Large–Extra Large,"White , Yellow",Yes (slight),,Y,Unknown,Desert Plants,Low,Sun,High,High,"rocky, gravelly, limestone, sandy",RAINFALL ONLY,Heat Tolerant,"Privacy Screen, Erosion Control Slope, Wildlife Habitat","Native Bees, Birds, Browse",Not toxic,Not toxic,None,"DS, Spadefoot",MEDIUM-$16-29,Moderate ($16-40),"1 gal, 5 gal","Antelope shrub, rarely big sizes",../image_archive/320x240/SAW/SAW_02934.JPG,https://www.wildflower.org/plants/result.php?id_plant=PUME
Purshia tridentata,"Antelope Bitterbrush, Bitterbrush, Antelope Brush",Rosaceae (Rose Family),Perennial,Shrub,Large,"White , Yellow",Yes (slight),"Apr , May , Jun , Jul",Y,"Dry, sagebrush & pinon-juniper slopes; 3000-11,000 ft.",Mountain & High Elevation Species,Low,Sun,High,High,"dry, sandy, rocky, alkaline, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Erosion Control Slope, Slope Stabilization","Native Bees, Birds, Small Mammals, Browse",Not toxic,Not toxic,None,Not found,SEED-$6 SMALL-$11,Budget ($3-15),"Seed, sometimes 4""","North/western species, not regular retail Arizona",../image_archive/320x240/PCD3612/PCD3612_IMG0047.JPG,https://www.wildflower.org/plants/result.php?id_plant=PUTR2
Quercus arizonica,"Arizona White Oak, Arizona Oak",Fagaceae (Beech Family),Perennial,Tree,Extra Large,"Yellow , Green",No,"Mar , Apr , May",Y,Rocky mt. slopes & canyons; 5000 to 7500 ft.,Mountain & High Elevation Species,Low,"Sun, Part Shade",Medium,High,"rocky, sandy, loamy, slightly basic",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Large Shade Tree, Wildlife Habitat, Privacy Screen","Birds, Multiple Wildlife Species, Mammals, Butterfly Larvae",Acorns mildly toxic raw,Acorns mildly toxic raw,Acorns (tannins/large amt),"DS, Civano, Spadefoot, Pima Native",LARGE-$38-110,Moderate ($16-40),"1 gal, 5 gal, field-grown","“Arizona white oak,” specialty tree",../image_archive/320x240/ETL/ETL_IMG1683.JPG,https://www.wildflower.org/plants/result.php?id_plant=QUAR
Quercus gambelii,"Gambel Oak, Rocky Mountain White Oak, Utah White Oak",Fagaceae (Beech Family),Perennial,Tree,Extra Large,Yellow,No,"Mar , Apr , May",Y,"Dry, high-elevation hills, slopes & canyons",Mountain & High Elevation Species,Low,"Sun, Part Shade",High,Medium,"rocky, chalky, loamy, alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Large Shade Tree, Wildlife Habitat, Privacy Screen","Birds, Deer, Small Mammals, Colorado Hairstreak, Pollinators",As above,As above,As above,"DS, Civano, specialty",LARGE-$36-98,Moderate ($16-40),"1 gal, 5 gal, field-grown","“Gambel oak,” more common at higher elevation",../image_archive/320x240/EWA/EWA_IMG02607.JPG,https://www.wildflower.org/plants/result.php?id_plant=QUGA
Quercus oblongifolia,"Blue Oak, Mexican Blue Oak",Fagaceae (Beech Family),Perennial,Tree,Extra Large,"White , Green",No,"Mar , Apr , May",Y,"Foothills and mountains, sometimes in canyons; in oak woodland, often common, forming open groves at upper edge of desert grassland",Medium Drought Tolerance Species,Low,"Sun, Part Shade",Medium,Medium,"rocky, loamy, well-drained, slightly alkaline", WEEKLY WATERING,Heat Tolerant,"Large Shade Tree, Wildlife Habitat, Privacy Screen","Birds, Wildlife, Butterfly Larvae",As above,As above,As above,"Civano, DS, Spadefoot, Pima Native",LARGE-$34-99,Moderate ($16-40),"1 gal, 5 gal, field-grown","“Mexican blue oak,” specialty tree",../image_archive/320x240/JLR/JLR_IMG8981.JPG,https://www.wildflower.org/plants/result.php?id_plant=QUOB
Quercus turbinella,"Shrub Live Oak, Sonoran Scrub Oak, Scrub Oak, Turbinella Oak, Turbinella, Encino",Fagaceae (Beech Family),Perennial,Shrub/Tree,Large,"White , Brown",No,"Mar , Apr , May",Y,Dry slopes; chaparral; pinyon-juniper woods,Medium Drought Tolerance Species,Low,Sun,Medium,High,"dry, moist, sand, clay, slightly alkaline", WEEKLY WATERING,Heat Tolerant,"Hedge/Screen, Erosion Control, Large Shrub","Birds, Wildlife, Butterfly Larvae",As above,As above,As above,"DS, Civano, Spadefoot, Pima Native",MEDIUM-$30-99,Moderate ($16-40),"1 gal, 5 gal, field-grown","“Shrub live oak,” dense barrier",../image_archive/320x240/EWA/EWA_IMG00551.JPG,https://www.wildflower.org/plants/result.php?id_plant=QUTU2
Rhus glabra,Smooth Sumac,Anacardiaceae (Sumac Family),Perennial,Shrub,Large–Extra Large,"White , Yellow , Green , Brown",No,"May , Jun , Jul , Aug",Y,Roadsides; fields; wood borders; waste places,Mountain & High Elevation Species,Low,"Sun, Part Shade, Shade",Medium,Medium,"well-drained, dry, sandy, rocky",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Hedge/Screen, Slope Stabilization, Wildlife Planting","Birds, Small Mammals, Butterflies, Native Bees, Honey Bees","Mild GI upset, poison sumac rare confusion",Mild GI upset in excess,Berries consumed in moderation OK,"Spadefoot, DS",SMALL-$13-24,Budget ($3-15),"1 gal, 5 gal",“Smooth sumac”,../image_archive/320x240/EPS/EPS_IMG15737.JPG,https://www.wildflower.org/plants/result.php?id_plant=RHGL
Rhus ovata,"Sugar Sumac, Sugarbush",Anacardiaceae (Sumac Family),Perennial,Shrub,Large,"White , Pink",Yes (slight),"Mar , Apr , May",Y,Slopes; mesas; chaparral; 3000-5000 ft.,Medium Drought Tolerance Species,Low,"Sun, Part Shade",Medium,High,"dry, rocky, sandy, slightly alkaline", WEEKLY WATERING,Heat Tolerant,"Screening Shrub, Erosion Control, Pollinator Garden","Birds, Native Bees, Insects",Not toxic,Not toxic,None,"DS, Civano, Spadefoot",MEDIUM-$18-32,Moderate ($16-40),"1 gal, 5 gal",“Sugar sumac”,../image_archive/320x240/SCB/SCB_IMG1438.JPG,https://www.wildflower.org/plants/result.php?id_plant=RHOV
Rhus trilobata,"Skunkbush, Skunkbush Sumac, Fragrant Sumac, Aromatic Sumac, Scented Sumac, Ill-scented Sumac, Basketbush, Squawbush",Anacardiaceae (Sumac Family),Perennial,Shrub,Medium–Large,"White , Yellow",Yes (slight),"Mar , Apr",Y,"Dry to mesic slopes, thickets, canyons & stream banks",Shrubland & Chaparral Species,Low,"Sun, Part Shade",Medium,High,"sandy, gravelly, well-drained, slightly alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Screening Shrub, Slope Stabilization, Wildlife Planting","Native Bees, Birds, Small Mammals",Not toxic,Not toxic,None,"DS, Civano, Spadefoot",MEDIUM-$17-28,Moderate ($16-40),"1 gal, 5 gal",“Three-leaf sumac”,../image_archive/320x240/SAW/SAW_03205.JPG,https://www.wildflower.org/plants/result.php?id_plant=RHTR
Robinia neomexicana,"New Mexico Locust, Southwestern Locust, Hojalito",Fabaceae (Pea Family),Perennial,Tree/Shrub,Large–Extra Large,"White , Red , Pink , Purple , Brown",Yes,"Apr , May , Jun , Jul , Aug",Y,Deserts; mesa; canyons; conifer forests,Shrubland & Chaparral Species,"Low, Medium","Sun, Part Shade",Medium,Medium,"rocky, sandy, loamy, alkaline-tolerated",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Shade Tree, Wildlife Garden, Slope Stabilization","Bees, Hummingbirds, Native Bees, Honey Bees, Pollinators",Toxic,Toxic,"Roots, bark, seeds (alkaloids)","DS, Civano (order), Spadefoot",MEDIUM-$18-43,Moderate ($16-40),"1 gal, 5 gal, field-grown",“New Mexico locust”,../image_archive/320x240/EPS/EPS_IMG0980.JPG,https://www.wildflower.org/plants/result.php?id_plant=RONE
Rosa woodsii,"Woods' Rose, Arizona Wild Rose",Rosaceae (Rose Family),Perennial,Shrub,Medium–Large,Pink,Yes (slight),"May , Jun , Jul",Y,"Stream banks; pine forests; 5500 to 10,000 ft.",Medium Drought Tolerance Species,Medium,"Sun, Part Shade, Shade",Medium,Medium,"moist, rocky, loamy, alkaline", WEEKLY WATERING,Heat Tolerant,"Hedgerow, Pollinator Garden, Wildlife Habitat","Native Bees, Bumble Bees, Birds, Small Mammals",Not toxic,Not toxic,None,"Spadefoot, DS, Civano",SMALL-$13-28,Budget ($3-15),"1 gal, 5 gal",Native wild rose,../image_archive/320x240/TLM/TLM_CIMG2247.JPG,https://www.wildflower.org/plants/result.php?id_plant=ROWOU
Ruellia nudiflora,"Violet Ruellia, Common Wild Petunia, Violet Wild Petunia, Wild Petunia, Hierba De La Calentura",Acanthaceae (Acanthus Family),Perennial,Herb,Small,Purple,No,"Apr , May , Jun , Jul , Aug , Sep , Oct",Y,"Woodlands' edge, Opening, Thickets",Riparian & Moist Site Species,Low,"Sun, Part Shade",Medium,Medium,"sandy, loamy, well-drained", WEEKLY WATERING,Heat Tolerant,"Wildflower Border, Pollinator Patch","Butterflies, Multiple Butterfly Larvae, Native Bees",Not toxic,Not toxic,None,"DS, Spadefoot, Civano, AZDM",SMALL-$7-12,Budget ($3-15),"4"", 1 gal",“Desert ruellia”,../image_archive/320x240/ETL/ETL_IMG1837.JPG,https://www.wildflower.org/plants/result.php?id_plant=RUNU
Salvia arizonica,"Desert Indigo Sage, Arizona Sage",Lamiaceae (Mint Family),Perennial,Herb,Small,Blue,Yes,"Jul , Aug , Sep",Y,Rocky canyons; open forests,Medium Drought Tolerance Species,Low,"Sun, Part Shade",Medium,Medium,"rocky, sandy, well-drained", WEEKLY WATERING,Heat Tolerant,"Wildflower Border, Pollinator Bed, Shade Garden","Native Bees, Butterflies, Hummingbirds",Not toxic,Not toxic,None,"DS, Civano, Spadefoot",SMALL-$7-13,Budget ($3-15),"4"", 1 gal",,../image_archive/320x240/L_P/L_P_IMG0039.JPG,https://www.wildflower.org/plants/result.php?id_plant=SAAR8
Salvia dorrii,Purple Sage,Lamiaceae (Mint Family),Perennial,Shrub,Small,Purple,Yes,,Y,Unknown,Medium Drought Tolerance Species,Low,Sun,High,High,"well-drained, sandy, rocky, slightly alkaline", WEEKLY WATERING,Heat Tolerant,"Pollinator Bed, Xeriscape, Accent Shrub","Native Bees, Butterflies, Hummingbirds",Not toxic,Not toxic,None,"Spadefoot, Civano, DS",SMALL-$8-16,Budget ($3-15),1 gal,"“Desert sage,” not always present",../image_archive/320x240/PCD3524/PCD3524_IMG0059.JPG,https://www.wildflower.org/plants/result.php?id_plant=SADOI
Sapindus saponaria,"Wingleaf Soapberry, Soapberry, Wild China Tree",Sapindaceae (Soapberry Family),Perennial,Tree,Extra Large,White,No,,Y,"Moist soils along streams and on limestone uplands, in and bordering hardwood forests; westward in plains and mountains, grassland, upper desert, and oak woodland zones",Shrubland & Chaparral Species,Low,"Sun, Part Shade",Medium,Medium,"well-drained, sandy, loamy, slightly alkaline",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Large Shade/Accent Tree, Wildlife Garden, Seasonal Interest","Birds, Native Bees",Toxic,Toxic,Berries (contain saponins),"DS, Civano, Spadefoot",MEDIUM-$29-81,Moderate ($16-40),"1 gal, 5 gal, field grown","“Soapberry,” slow-growing tree",../image_archive/320x240/PCD3524/PCD3524_IMG0071.JPG,https://www.wildflower.org/plants/result.php?id_plant=SASA4
Scabrethia scabra,Badlands Mule-ears,Asteraceae (Aster Family),Perennial,Herb/Subshrub,Small,Yellow,No,"May , Jun , Jul , Aug",Y,Unknown,Medium Drought Tolerance Species,Low,Sun,High,High,"dry, sandy, gravelly, well-drained", WEEKLY WATERING,Heat Tolerant,"Wildflower Border, Rock Garden","Native Bees, Butterflies",Not toxic,Not toxic,None,Not found,SEED-$4-8,Budget ($3-15),Seed only,Never in regular trade,../image_archive/320x240/ML504/ML504_IMG0084.JPG,https://www.wildflower.org/plants/result.php?id_plant=SCSCS5
Schizachyrium scoparium,"Little Bluestem, Popotillo Azul",Poaceae (Grass Family),Perennial,Grass/Grass-like,Medium,"White , Green , Brown",No,"Jun , Jul , Aug , Sep , Oct , Nov , Dec",N,"Woodlands' edge, Opening, Hillsides, Slopes, Prairie, Plains, Meadows, Pastures, Savannas",Grassland & Prairie Species,Low,"Sun, Part Shade",High,High,"well-drained, sandy, loamy, slightly acid, basic",DEEP WATERING EVERY 2-3 WEEKS,Heat Sensitive,"Ornamental Grass, Prairie, Lawn Alternative","Birds, Butterflies, Multiple Skipper Larvae, Native Bees, Small Mammals",Not toxic,Not toxic,None,Not found,SMALL-$8-18,Budget ($3-15),"1 gal, 5 gal","“Little bluestem,” widely available",../image_archive/320x240/PCD4249/PCD4249_IMG0031.JPG,https://www.wildflower.org/plants/result.php?id_plant=SCSC
Senegalia greggii,"regg Catclaw, Gregg Acacia, Texas Catclaw, Longflower Catclaw, Devil's Claw, Uña de Gato
",Fabaceae (Pea Family),Perennial,Tree,Large–Extra Large,"White , Yellow",No,"Apr , May , Jun , Jul , Aug , Sep , Oct",Y,Chaparral & brush country. Washes; stream banks; brushlands,Desert Cacti & Succulents,Low,Sun,High,Very High,"caliche, well-drained, sandy, rocky",RAINFALL ONLY,Heat Lovers,"Security Barrier, Screen/Hedge, Habitat Plant","Birds, Rabbits, Native Insects, Bees, Butterflies",Not toxic,Not toxic,None,"DS, Spadefoot, Civano",MEDIUM-$17-31,Moderate ($16-40),"1 gal, 5 gal, #15","“Catclaw acacia,” barrier shrub",image-src,https://www.wildflower.org/plants/result.php?id_plant=SEGR4
Senna wislizeni,"Canyon Senna, Shrubby Senna, Dwarf Senna, Wislizenus's Senna, Wislizenus's Wild Sensitive-plant, Carrozo, Pinacate, Palo Prieto, Pinacatillo, Hojasén, Ejotillo",Fabaceae (Pea Family),Perennial,Shrub,Large,Yellow,Yes (slight),"May , Jun , Jul",Y,Dry slopes; mesas,Shrubland & Chaparral Species,Low,Sun,High,High,"well-drained, igneous, sandy, alkaline-tolerant",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Screening Shrub, Xeriscape, Pollinator Bed","Bumble Bees, Native Bees, Butterflies, Pollinators",Toxic seeds,Mildly toxic,"Seeds (alkaloids), leaves in large quantity","DS, Spadefoot, Civano",SMALL-$13-24,Budget ($3-15),"1 gal, 5 gal","“Desert senna,” wildlife/hedge",../image_archive/320x240/EPS/EPS_IMG13644.JPG,https://www.wildflower.org/plants/result.php?id_plant=SEWI3
Simmondsia chinensis,"Jojoba, Goatnut, Quinine Plant, Coffeeberry",Simmondsiaceae (Jojoba Family),Perennial,Shrub,Medium–Large,Yellow,No,"Jan , Feb , Mar , Apr , May , Jun , Jul , Dec",Y,Dry slopes along washes,Shrubland & Chaparral Species,Low,"Sun, Part Shade",High,High,"rocky, sandy, barren, alkaline, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Erosion Control, Wildlife Hedge, Foundation Plant","Birds, Small Mammals, Native Bees, Pollinators",Toxic to many mammals (jojoba),Toxic,Seeds (jojoba oil),"DS, Civano, Spadefoot",MEDIUM-$16-34,Moderate ($16-40),"1 gal, 5 gal","“Jojoba,” foundation/hedge plant",../image_archive/320x240/BIBE/BIBE_IMG06543.JPG,https://www.wildflower.org/plants/result.php?id_plant=SICH
Sphaeralcea ambigua,"Desert Globemallow, Apricot Globe-mallow, Desert Mallow, Globe Mallow, Apricot Mallow",Malvaceae (Mallow Family),Perennial,Herb/Shrub,Medium,Orange,No,"Feb , Mar , Apr , May , Jun , Jul , Aug , Sep , Oct , Nov",Y,"Dry, rocky slopes; sandy wash edges to 3500 ft.",Desert Cacti & Succulents,Low,Sun,High,Very High,"dry, rocky, sandy, alkaline, caliche, desert flats",RAINFALL ONLY,Heat Lovers,"Pollinator Patch, Slope Erosion, Wildflower Border","Native Bees, Honey Bees, Butterflies, Pollinators",Not toxic,Not toxic,None,"DS, Civano, Spadefoot",SMALL-$7-13,Budget ($3-15),"4"", 1 gal","“Desert globemallow,” orange flower",,https://www.wildflower.org/plants/result.php?id_plant=SPAM2
Sphaeralcea parvifolia,"Smallflower Globemallow, Small-leaf Globe-mallow",Malvaceae (Mallow Family),Perennial,Herb/Shrub,Medium,"Red , Orange",No,"May , Jun , Jul",Y,Dry mesas and slopes; 4000-7000 ft.,Shrubland & Chaparral Species,Low,Sun,High,High,"dry, rocky, sandy, alkaline, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Pollinator Patch, Erosion Control Slope, Wildflower Border","Native Bees, Pollinators",Not toxic,Not toxic,None,"DS, Civano, Spadefoot",SMALL-$7-13,Budget ($3-15),"4"", 1 gal","“Small-leaf globemallow,” orange",../image_archive/320x240/EPS/EPS_IMG18310.JPG,https://www.wildflower.org/plants/result.php?id_plant=SPPA2
Sporobolus cryptandrus,Sand Dropseed,Poaceae (Grass Family),Perennial,Grass/Grass-like,Medium,Yellow,No,"May , Jun , Jul , Aug , Sep , Oct , Nov",Y,,Shrubland & Chaparral Species,Low,"Sun, Part Shade",Medium,High,"sandy, calcareous, well-drained",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Erosion Control Slope, Lawn Alternative, Grass Border","Native Bees, Birds, Small Mammals",Not toxic,Not toxic,None,"DS, Spadefoot",SMALL-$7-13,Budget ($3-15),"4"", 1 gal","“Sand dropseed,” bunchgrass",../image_archive/320x240/PCD0873/PCD0873_IMG0043.JPG,https://www.wildflower.org/plants/result.php?id_plant=SPCR
Sporobolus flexuosus,Mesa Dropseed,Poaceae (Grass Family),Perennial,Grass/Grass-like,Medium,Yellow,No,"Apr , May",Y,Mesas; 2500 to 5500 ft.,Shrubland & Chaparral Species,Low,"Sun, Part Shade",Medium,High,"sandy, gravelly, slightly alkaline, well-drained, desert",DEEP WATERING EVERY 2-3 WEEKS,Heat Tolerant,"Lawn Alternative, Ground Cover, Erosion Control","Native Bees, Birds, Small Mammals",Not toxic,Not toxic,None,"DS, Spadefoot",SMALL-$7-13,Budget ($3-15),"4"", 1 gal","“Mesa dropseed,” bunchgrass",../image_archive/320x240/RWS/RWS_IMG1649.JPG,https://www.wildflower.org/plants/result.php?id_plant=SPFL2
Stenocereus thurberi,"Organpipe Cactus, Organ-pipe Cactus",Cactaceae (Cactus Family),Perennial,Cactus/Succulent,Extra Large,"Pink , Purple",Yes,"May , Jun , Jul , Aug",Y,Deserts to 3000 ft.,Desert Plants,Low,Sun,High,High,"sandy, rocky, well-drained, caliche",RAINFALL ONLY,Heat Lovers,"Accent Plant, Night Garden, Wildlife Habitat","Bats, Night Pollinators, Birds, Moths",Not toxic,Not toxic,None,"DS, Spadefoot, specialty",MEDIUM-$30-60,Moderate ($16-40),"5 gal, 10 gal, field grown","“Organ pipe cactus,” containers rare, field grown expensive",../image_archive/320x240/EWA/EWA_IMG04911.JPG,https://www.wildflower.org/plants/result.php?id_plant=STTH3
